25,110,2945,82,1
38,85,3015,82,1
26,92,2585,82,1
22,112,2835,82,1
32,96,2665,82,3
36,84,2370,82,1
27,90,2950,82,1
27,86,2790,82,1
44,52,2130,82,2
32,84,2295,82,1
28,79,2625,82,1
31,82,2720,82,1
